domain	tier	tier_name	control_axis	physical_path	rationale	review_status
organelle-contact-sites-intercompartmental-communication-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/organelle-contact-sites-intercompartmental-communication-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
organoids-organ-on-chip-disease-models	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/organoids-organ-on-chip-disease-models	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
oropharyngeal-dysphagia-swallow-safety-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/oropharyngeal-dysphagia-swallow-safety-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
osteoarthritis-joint-function-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/osteoarthritis-joint-function-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
osteoporosis-fracture-prevention-bone-health-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/osteoporosis-fracture-prevention-bone-health-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
otitis-media-child-hearing-development-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/otitis-media-child-hearing-development-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
out-of-school-time-afterschool-summer-learning-continuity	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/out-of-school-time-afterschool-summer-learning-continuity	关键词显示该域主要增强认知、学习、工具、AI、技能或沟通能力。	heuristic-v0.1
outbreak-case-investigation-contact-tracing-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/outbreak-case-investigation-contact-tracing-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
outpatient-laboratory-specimen-result-routing-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/outpatient-laboratory-specimen-result-routing-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
ovarian-cancer-symptom-detection-treatment-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/ovarian-cancer-symptom-detection-treatment-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
overactive-bladder-nocturia-sleep-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/overactive-bladder-nocturia-sleep-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
overdose-poisoning-reversal-toxicology-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/overdose-poisoning-reversal-toxicology-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
paid-sick-family-leave-wage-replacement-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/paid-sick-family-leave-wage-replacement-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
pain-suffering-control	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/pain-suffering-control	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
pancreatic-cancer-high-risk-detection-treatment-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/pancreatic-cancer-high-risk-detection-treatment-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
parasomnia-sleepwalking-behavior-safety-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/parasomnia-sleepwalking-behavior-safety-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
paratransit-nemt-access-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/paratransit-nemt-access-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
parking-curb-access-towing-impound-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/parking-curb-access-towing-impound-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
parkinsons-disease-movement-control-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/parkinsons-disease-movement-control-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
parks-recreation-green-space-access-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/parks-recreation-green-space-access-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
passport-travel-document-mobility-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/passport-travel-document-mobility-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
password-manager-secret-vault-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/password-manager-secret-vault-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
patent-invention-disclosure-maintenance-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/patent-invention-disclosure-maintenance-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
patient-advocacy-shared-decision-making	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/patient-advocacy-shared-decision-making	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
patient-billing-payment-plan-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/patient-billing-payment-plan-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
patient-data-interoperability	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/patient-data-interoperability	主要把科学、医疗、数据、制度或技术从潜在能力转成真实可用路径。	heuristic-v0.1
patient-grievance-complaint-ombuds-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/patient-grievance-complaint-ombuds-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
patient-medication-labeling-counseling-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/patient-medication-labeling-counseling-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
patient-portal-account-message-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/patient-portal-account-message-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
patient-safety-organizational-learning	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/patient-safety-organizational-learning	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
payday-small-dollar-title-loan-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/payday-small-dollar-title-loan-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
payment-card-dispute-unauthorized-charge-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/payment-card-dispute-unauthorized-charge-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
peacebuilding-conflict-prevention-social-cohesion	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/peacebuilding-conflict-prevention-social-cohesion	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
pediatric-feeding-swallowing-development-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/pediatric-feeding-swallowing-development-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
pediatric-lead-screening-environmental-followup-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/pediatric-lead-screening-environmental-followup-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
pediatric-oral-health-development-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/pediatric-oral-health-development-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
pediatric-vision-screening-amblyopia-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/pediatric-vision-screening-amblyopia-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
